date,description,Train_Data_Length,Val_Data_Length,Test_Data_Length,loss,fp,fn,acc,EPOCHS,BATCH_SIZE,PREPREDICTION_LENGTH,OFFSET,POSITVE_INTERSECT_SIZE,WINDOW_SIZE,POSTIVE_EXTRACT_INTERVAL,POSITIVE_EXRTACT_END_OFFSET,CHANNELS,Train_patients,Val_patient,Test_patient
21.12.2021 16:31,50/50 advanced,922.0,24.0,20.0,0.827,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,25.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 16:32,50/50 advanced,922.0,24.0,20.0,0.998,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,30.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 16:33,50/50 advanced,922.0,24.0,20.0,0.992,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,35.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:23,50/50 advanced,922.0,24.0,20.0,0.876,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,40.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:24,50/50 advanced,922.0,24.0,20.0,1.039,0.0,8.0,0.6,50.0,64.0,10.0,1000.0,100.0,45.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:26,50/50 advanced,922.0,24.0,20.0,1.13,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,50.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:26,50/50 advanced,922.0,24.0,20.0,0.753,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,55.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:28,50/50 advanced,922.0,24.0,20.0,0.834,0.0,8.0,0.6,50.0,64.0,10.0,1000.0,100.0,60.0,15.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:29,50/50 advanced,600.0,24.0,20.0,0.777,0.0,6.0,0.7,50.0,64.0,10.0,1000.0,100.0,5.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:30,50/50 advanced,600.0,24.0,20.0,1.048,1.0,3.0,0.8,50.0,64.0,10.0,1000.0,100.0,10.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:31,50/50 advanced,600.0,24.0,20.0,0.914,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,15.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:43,50/50 advanced,600.0,24.0,20.0,0.799,1.0,3.0,0.8,50.0,64.0,10.0,1000.0,100.0,20.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:44,50/50 advanced,600.0,24.0,20.0,0.919,0.0,6.0,0.7,50.0,64.0,10.0,1000.0,100.0,25.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:44,50/50 advanced,600.0,24.0,20.0,1.007,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,30.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:45,50/50 advanced,600.0,24.0,20.0,0.779,0.0,4.0,0.8,50.0,64.0,10.0,1000.0,100.0,35.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:46,50/50 advanced,600.0,24.0,20.0,0.955,0.0,6.0,0.7,50.0,64.0,10.0,1000.0,100.0,40.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:46,50/50 advanced,600.0,24.0,20.0,0.718,1.0,5.0,0.7,50.0,64.0,10.0,1000.0,100.0,45.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:47,50/50 advanced,600.0,24.0,20.0,1.05,2.0,7.0,0.55,50.0,64.0,10.0,1000.0,100.0,50.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:48,50/50 advanced,600.0,24.0,20.0,0.886,0.0,3.0,0.85,50.0,64.0,10.0,1000.0,100.0,55.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:49,50/50 advanced,600.0,24.0,20.0,1.071,0.0,6.0,0.7,50.0,64.0,10.0,1000.0,100.0,60.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:51,50/50 advanced,600.0,24.0,20.0,1.273,0.0,7.0,0.65,50.0,64.0,10.0,1000.0,100.0,5.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:52,50/50 advanced,600.0,24.0,20.0,0.968,0.0,4.0,0.8,50.0,64.0,10.0,1000.0,100.0,10.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:53,50/50 advanced,600.0,24.0,20.0,0.904,1.0,4.0,0.75,50.0,64.0,10.0,1000.0,100.0,15.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:53,50/50 advanced,600.0,24.0,20.0,1.105,0.0,4.0,0.8,50.0,64.0,10.0,1000.0,100.0,20.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:54,50/50 advanced,600.0,24.0,20.0,0.948,0.0,5.0,0.75,50.0,64.0,10.0,1000.0,100.0,25.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:55,50/50 advanced,600.0,24.0,20.0,0.767,1.0,4.0,0.75,50.0,64.0,10.0,1000.0,100.0,30.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:55,50/50 advanced,600.0,24.0,20.0,0.914,0.0,6.0,0.7,50.0,64.0,10.0,1000.0,100.0,35.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,1842,01110-ICU
21.12.2021 17:56,50/50 advanced,600.0,24.0,20.0,0.839,0.0,5.0,0.75,50.0,64.0,10.0,1000.0,100.0,40.0,25.0,30.0,BVP HR TEMP,00172 00501 01097 01575 01808 01838 01844,01842,01110-ICU
